datetime,open,high,low,close,% change
2022-03-10 21:54:00,279.4,279.56,278.79,279.35,-0.0178954903364189
2022-03-10 21:53:00,279.24,279.52,279.07,279.4,0.0572983813207162
2022-03-10 21:52:00,278.92,279.21,278.88,279.21,0.1039724652229899
2022-03-10 21:51:00,278.49,278.94,278.45,278.92,0.1544041078674303
2022-03-10 21:50:00,278.2,278.82,278.2,278.54,0.1222142343637785
2022-03-10 21:49:00,278.2,278.48,278.02,278.03,-0.0611071171818892
2022-03-10 21:48:00,278.38,278.74,278.09,278.24,-0.0502909691788154
2022-03-10 21:47:00,277.8,278.43,277.76,278.41,0.2195824334053324
2022-03-10 21:46:00,277.96,278.2,277.47,277.91,-0.0179881997409535
2022-03-10 21:45:00,278.04,278.04,277.46,278.0,-0.0143864192202634
2022-03-10 21:44:00,278.28,278.64,278.05,278.07,-0.0754635618801134
2022-03-10 21:43:00,278.16,278.4,278.09,278.22,0.0215703192407255
2022-03-10 21:42:00,278.58,278.72,278.16,278.16,-0.1507645918586973
2022-03-10 21:41:00,277.88,278.69,277.88,278.44,0.2015258384914359
2022-03-10 21:40:00,277.79,278.22,277.79,277.88,0.0323985744627146
2022-03-10 21:39:00,277.52,277.91,277.35,277.79,0.097290285384851
2022-03-10 21:38:00,278.12,278.19,277.37,277.81,-0.1114626779807285
2022-03-10 21:37:00,278.56,278.68,277.97,278.07,-0.1759046524985673
2022-03-10 21:36:00,278.76,278.86,278.54,278.56,-0.071746305065285
2022-03-10 21:35:00,278.78,279.02,278.72,278.77,-0.0035870578951111
2022-03-10 21:34:00,278.59,278.95,278.59,278.85,0.0933271115259154
2022-03-10 21:33:00,278.62,278.68,278.15,278.55,-0.0251238245639197
2022-03-10 21:32:00,278.74,278.8,278.41,278.62,-0.0430508717801551
2022-03-10 21:31:00,278.11,278.74,278.1,278.74,0.2265290712308063
2022-03-10 21:30:00,278.1,278.56,278.05,278.18,0.0287666307083725
2022-03-10 21:29:00,277.95,278.47,277.86,278.11,0.0575643101277298
2022-03-10 21:28:00,278.0,278.06,277.7,277.92,-0.0287769784172604
2022-03-10 21:27:00,277.79,278.07,277.78,278.0,0.0755966737463477
2022-03-10 21:26:00,277.91,278.08,277.73,277.86,-0.0179914360764317
2022-03-10 21:25:00,277.29,277.91,277.23,277.87,0.2091672977748869
2022-03-10 21:24:00,277.14,277.31,277.06,277.3,0.0577325539438641
2022-03-10 21:23:00,277.67,277.7,277.22,277.28,-0.1404544963445972
2022-03-10 21:22:00,277.99,277.99,277.58,277.69,-0.1079175509910469
2022-03-10 21:21:00,278.25,278.25,277.87,277.99,-0.0934411500449203
2022-03-10 21:20:00,277.73,278.31,277.61,278.11,0.1368235336477857
2022-03-10 21:19:00,277.62,277.79,277.51,277.71,0.0324184136589492
2022-03-10 21:18:00,277.7,277.81,277.51,277.57,-0.046813107670146
2022-03-10 21:17:00,277.69,277.78,277.66,277.7,0.0036011379595919
2022-03-10 21:16:00,277.64,277.96,277.64,277.73,0.0324160783748854
2022-03-10 21:15:00,277.69,277.74,277.36,277.64,-0.0180056897979802
2022-03-10 21:14:00,277.42,277.77,277.35,277.64,0.0793021411578006
2022-03-10 21:13:00,277.07,277.35,276.96,277.35,0.1010574944959864
2022-03-10 21:12:00,276.97,277.15,276.84,277.06,0.0324944939885095
2022-03-10 21:11:00,276.61,277.21,276.61,276.96,0.1265319402769118
2022-03-10 21:10:00,276.55,276.94,276.55,276.69,0.0506237570059614
2022-03-10 21:09:00,276.45,276.58,276.36,276.53,0.0289383251944236
2022-03-10 21:08:00,276.42,276.57,276.16,276.45,0.0108530497069577
2022-03-10 21:07:00,276.67,276.68,276.39,276.54,-0.0469873856941466
2022-03-10 21:06:00,277.05,277.2,276.53,276.69,-0.1299404439631884
2022-03-10 21:05:00,277.09,277.25,276.89,277.13,0.0144357428994263
2022-03-10 21:04:00,277.59,277.65,276.92,276.98,-0.2197485500197978
2022-03-10 21:03:00,277.49,277.74,277.42,277.62,0.0468485350823436
2022-03-10 21:02:00,277.61,277.78,277.5,277.56,-0.0180108785706607
2022-03-10 21:01:00,277.83,278.1,277.59,277.67,-0.0575891732354202
