datetime,open,high,low,close,% change
2020-03-06 21:54:00,235.47,235.47,234.84,234.84,-0.2675500063702363
2020-03-06 21:53:00,235.0,235.56,235.0,235.47,0.1999999999999995
2020-03-06 21:52:00,235.27,235.53,234.99,235.0,-0.1147617630807201
2020-03-06 21:51:00,234.67,235.33,234.6,235.27,0.2556781863894076
2020-03-06 21:50:00,233.96,234.89,233.96,234.67,0.3034706787484952
2020-03-06 21:49:00,234.01,234.44,233.95,233.96,-0.0213666082645967
2020-03-06 21:48:00,233.72,234.32,233.66,234.01,0.124080095841174
2020-03-06 21:47:00,234.09,234.17,233.41,233.72,-0.1580588662480262
2020-03-06 21:46:00,234.22,234.64,234.0,234.09,-0.0555033728972741
2020-03-06 21:45:00,233.73,234.55,233.66,234.22,0.2096436058700248
2020-03-06 21:44:00,233.04,233.86,232.83,233.73,0.296086508753861
2020-03-06 21:43:00,232.51,233.33,232.46,233.04,0.2279471850673094
2020-03-06 21:42:00,233.11,233.23,232.51,232.51,-0.2573892153918848
2020-03-06 21:41:00,232.84,233.38,232.67,233.02,0.0773063047586354
2020-03-06 21:40:00,232.41,233.03,232.41,232.84,0.1850178563745135
2020-03-06 21:39:00,233.0,233.28,232.21,232.4,-0.2575107296137315
2020-03-06 21:38:00,232.7,233.2,232.54,233.0,0.1289213579716422
2020-03-06 21:37:00,232.83,233.41,232.68,232.68,-0.0644246875402678
2020-03-06 21:36:00,233.12,233.35,232.66,232.83,-0.124399450926558
2020-03-06 21:35:00,233.0,233.76,233.0,233.12,0.0515021459227487
2020-03-06 21:34:00,233.01,233.34,232.75,233.0,-0.0042916613020861
2020-03-06 21:33:00,233.05,233.3,232.18,233.01,-0.0171636987770952
2020-03-06 21:32:00,232.38,233.05,232.34,233.05,0.2883208537739977
2020-03-06 21:31:00,232.88,233.33,232.0,232.38,-0.2147028512538646
2020-03-06 21:30:00,231.88,232.88,231.45,232.88,0.4312575470070726
2020-03-06 21:29:00,231.86,232.12,231.75,231.86,0.0
2020-03-06 21:28:00,232.68,232.82,231.83,231.86,-0.3524153343647899
2020-03-06 21:27:00,232.46,233.14,232.46,232.68,0.0946399380538582
2020-03-06 21:26:00,232.48,232.64,232.33,232.46,-0.0086028905712241
2020-03-06 21:25:00,232.46,232.74,232.17,232.47,0.0043018153660805
2020-03-06 21:24:00,231.71,232.5,231.67,232.46,0.3236804626472745
2020-03-06 21:23:00,232.13,232.13,231.36,231.71,-0.1809330978331053
2020-03-06 21:22:00,232.54,232.73,232.13,232.13,-0.1763137524726914
2020-03-06 21:21:00,232.1,232.68,232.0,232.5,0.1723395088324023
2020-03-06 21:20:00,232.34,232.87,232.04,232.1,-0.103296892485155
2020-03-06 21:19:00,232.44,232.62,232.04,232.34,-0.0430218551023895
2020-03-06 21:18:00,231.46,232.48,231.46,232.34,0.3801952821221789
2020-03-06 21:17:00,231.67,232.03,231.32,231.46,-0.0906461777528292
2020-03-06 21:16:00,231.22,231.81,231.12,231.67,0.1946198425741668
2020-03-06 21:15:00,230.88,231.59,230.84,231.22,0.1472626472626487
2020-03-06 21:14:00,231.12,231.2,230.83,230.88,-0.1038421599169302
2020-03-06 21:13:00,231.83,231.86,231.1,231.1,-0.3148859077772584
2020-03-06 21:12:00,231.34,231.82,231.34,231.73,0.1685830379527908
2020-03-06 21:11:00,230.89,231.35,230.83,231.22,0.1429252024773755
2020-03-06 21:10:00,230.42,231.12,230.38,230.88,0.1996354483117819
2020-03-06 21:09:00,230.2,230.5,230.2,230.42,0.0955690703735877
2020-03-06 21:08:00,230.01,230.37,229.87,230.2,0.0826051041259065
2020-03-06 21:07:00,230.12,230.2,230.01,230.01,-0.0478011472275393
2020-03-06 21:06:00,230.28,230.28,230.0,230.12,-0.0694806322737522
2020-03-06 21:05:00,230.07,230.33,229.93,230.33,0.1130090841917761
