datetime,open,high,low,close,% change
2024-02-07 21:54:00,187.49,187.78,187.41,187.64,0.0800042668942222
2024-02-07 21:53:00,187.74,187.85,187.45,187.56,-0.0958772770853344
2024-02-07 21:52:00,187.81,187.92,187.76,187.76,-0.0266226505510949
2024-02-07 21:51:00,187.97,188.04,187.8,187.82,-0.0797999680800158
2024-02-07 21:50:00,188.07,188.17,187.87,187.96,-0.0584888605306456
2024-02-07 21:49:00,188.23,188.24,188.05,188.07,-0.0850023906922364
2024-02-07 21:48:00,188.14,188.21,188.06,188.2,0.0318911448921028
2024-02-07 21:47:00,188.15,188.21,188.05,188.14,-0.0053149083178417
2024-02-07 21:46:00,188.35,188.42,188.11,188.17,-0.0955667640031891
2024-02-07 21:45:00,188.6,188.64,188.35,188.35,-0.1325556733828208
2024-02-07 21:44:00,188.55,188.62,188.41,188.6,0.0265181649429769
2024-02-07 21:43:00,188.55,188.71,188.34,188.55,0.0
2024-02-07 21:42:00,188.76,188.8,188.55,188.56,-0.1059546514091908
2024-02-07 21:41:00,188.75,188.79,188.68,188.75,0.0
2024-02-07 21:40:00,188.69,188.76,188.57,188.75,0.0317981875033135
2024-02-07 21:39:00,188.7,188.77,188.57,188.69,-0.0052994170641181
2024-02-07 21:38:00,188.58,188.73,188.57,188.7,0.0636334712058416
2024-02-07 21:37:00,188.4,188.58,188.38,188.57,0.0902335456475517
2024-02-07 21:36:00,188.54,188.55,188.3,188.41,-0.0689508857536838
2024-02-07 21:35:00,188.39,188.54,188.35,188.54,0.0796220606189318
2024-02-07 21:34:00,188.49,188.49,188.27,188.39,-0.0530532123720211
2024-02-07 21:33:00,188.38,188.5,188.37,188.48,0.05308419152776
2024-02-07 21:32:00,188.56,188.56,188.27,188.39,-0.0901569792108697
2024-02-07 21:31:00,188.48,188.56,188.46,188.56,0.0424448217317553
2024-02-07 21:30:00,188.65,188.7,188.44,188.47,-0.0954147892923439
2024-02-07 21:29:00,188.67,188.78,188.6,188.63,-0.0212010388508994
2024-02-07 21:28:00,188.55,188.78,188.54,188.73,0.0954653937947379
2024-02-07 21:27:00,188.54,188.67,188.53,188.58,0.0212156571549912
2024-02-07 21:26:00,188.57,188.57,188.44,188.56,-0.0053030704778018
2024-02-07 21:25:00,188.59,188.63,188.47,188.57,-0.010605016172655
2024-02-07 21:24:00,188.34,188.62,188.34,188.6,0.1380482106828028
2024-02-07 21:23:00,188.2,188.43,188.09,188.39,0.1009564293304982
2024-02-07 21:22:00,188.1,188.19,188.08,188.19,0.0478468899521549
2024-02-07 21:21:00,188.01,188.14,187.99,188.08,0.0372320621243665
2024-02-07 21:20:00,188.2,188.33,187.99,188.0,-0.106269925611046
2024-02-07 21:19:00,188.0,188.25,187.91,188.25,0.1329787234042553
2024-02-07 21:18:00,187.92,188.04,187.88,188.0,0.0425713069391296
2024-02-07 21:17:00,188.17,188.21,187.92,188.01,-0.0850294946059396
2024-02-07 21:16:00,188.44,188.55,188.16,188.17,-0.1432816811717311
2024-02-07 21:15:00,188.45,188.52,188.34,188.51,0.0318386840010624
2024-02-07 21:14:00,188.52,188.62,188.48,188.5,-0.0106089539571452
2024-02-07 21:13:00,188.6,188.61,188.48,188.5,-0.0530222693531253
2024-02-07 21:12:00,188.56,188.62,188.46,188.6,0.0212134068731396
2024-02-07 21:11:00,188.33,188.61,188.27,188.54,0.1115063983433226
2024-02-07 21:10:00,188.28,188.43,188.25,188.34,0.0318674314850235
2024-02-07 21:09:00,188.26,188.29,188.13,188.29,0.0159354084776379
2024-02-07 21:08:00,188.31,188.36,188.12,188.26,-0.0265519621900118
2024-02-07 21:07:00,188.54,188.55,188.23,188.31,-0.1219900286411317
2024-02-07 21:06:00,188.55,188.66,188.5,188.57,0.0106072659771847
2024-02-07 21:05:00,188.44,188.58,188.44,188.54,0.0530672893228583
2024-02-07 21:04:00,188.69,188.69,188.42,188.44,-0.1324924479304679
2024-02-07 21:03:00,188.73,188.8,188.6,188.71,-0.0105971493668106
2024-02-07 21:02:00,188.85,188.85,188.68,188.74,-0.0582472862059757
2024-02-07 21:01:00,188.91,188.91,188.83,188.86,-0.0264676300883928
2024-02-07 21:00:00,188.87,188.99,188.76,188.91,0.0211785884470757
2024-02-07 20:59:00,188.78,188.98,188.76,188.84,0.0317830278631223
2024-02-07 20:58:00,188.64,188.8,188.64,188.8,0.0848176420695637
2024-02-07 20:57:00,188.75,188.77,188.61,188.64,-0.0582781456953714
2024-02-07 20:56:00,188.66,188.78,188.58,188.76,0.0530054065514652
